brand,model,issue_type,part_name,tier,price,labor,compatible_models,warranty,turnaround,source_hub
Realme,Realme 11 Pro,Motherboard,Logic Board Repair,Compatible (Budget),2050,2000,,1-3 months,1-2 days,"Modi No. 3, Sitabuldi"
Realme,Realme 11 Pro,Buttons/Flex,Power/Volume Flex,Premium (OEM),850,350,,12 months,1 hour,Rahul Bazar
Realme,Realme 11 Pro,Buttons/Flex,Power/Volume Flex,Standard (HQ),450,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme 11 Pro,Buttons/Flex,Power/Volume Flex,Compatible (Budget),250,350,Universal Realme family,1-3 months,1 hour,Telipura Market
Realme,Realme 11 Pro,Water damage,Water Damage Service,Premium (OEM),1700,1000,,Testing Only,5-6 hours,Rahul Bazar
Realme,Realme 11 Pro,Water damage,Water Damage Service,Standard (HQ),950,1000,,Testing Only,5-6 hours,Rahul Bazar
Realme,Realme 11 Pro,Water damage,Water Damage Service,Compatible (Budget),500,1000,,,5-6 hours,Rahul Bazar
Realme,Realme 10 Pro,Screen,Display Assembly,Premium (OEM),6500,800,,12 months,1-2 hours,Rahul Bazar
Realme,Realme 10 Pro,Screen,Display Assembly,Standard (HQ),3600,800,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Realme,Realme 10 Pro,Screen,Display Assembly,Compatible (Budget),1950,800,,1 month,1-2 hours,Telipura Market
Realme,Realme 10 Pro,Battery,Li-ion Battery,Premium (OEM),1950,400,,12 months,45 mins,Telipura Market
Realme,Realme 10 Pro,Battery,Li-ion Battery,Standard (HQ),1050,400,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Realme,Realme 10 Pro,Battery,Li-ion Battery,Compatible (Budget),600,400,,1-3 months,45 mins,Rahul Bazar
Realme,Realme 10 Pro,Charging port,USB/Charging Sub-board,Premium (OEM),1000,400,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme 10 Pro,Charging port,USB/Charging Sub-board,Standard (HQ),550,400,,6 months,1 hour,Dharampeth Hub
Realme,Realme 10 Pro,Charging port,USB/Charging Sub-board,Compatible (Budget),300,400,Universal Realme family,1-3 months,1 hour,Rahul Bazar
Realme,Realme 10 Pro,Back Glass,Rear Panel,Premium (OEM),1600,500,,12 months,2-3 hours,Rahul Bazar
Realme,Realme 10 Pro,Back Glass,Rear Panel,Standard (HQ),900,500,,6 months,2-3 hours,"Modi No. 3, Sitabuldi"
Realme,Realme 10 Pro,Back Glass,Rear Panel,Compatible (Budget),500,500,,,2-3 hours,Telipura Market
Realme,Realme 10 Pro,Camera,Camera Module,Premium (OEM),3900,500,,12 months,1-2 hours,Telipura Market
Realme,Realme 10 Pro,Camera,Camera Module,Standard (HQ),2150,500,,6 months,1-2 hours,Dharampeth Hub
Realme,Realme 10 Pro,Camera,Camera Module,Compatible (Budget),1150,500,,1-3 months,1-2 hours,Rahul Bazar
Realme,Realme 10 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),650,350,,12 months,45 mins,Telipura Market
Realme,Realme 10 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),350,350,,6 months,45 mins,Rahul Bazar
Realme,Realme 10 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),200,350,Universal Realme family,1-3 months,45 mins,Dharampeth Hub
Realme,Realme 10 Pro,Motherboard,Logic Board Repair,Premium (OEM),5200,2000,,12 months,1-2 days,Dharampeth Hub
Realme,Realme 10 Pro,Motherboard,Logic Board Repair,Standard (HQ),2850,2000,,6 months,1-2 days,Rahul Bazar
Realme,Realme 10 Pro,Motherboard,Logic Board Repair,Compatible (Budget),1550,2000,,1-3 months,1-2 days,Rahul Bazar
Realme,Realme 10 Pro,Buttons/Flex,Power/Volume Flex,Premium (OEM),650,350,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme 10 Pro,Buttons/Flex,Power/Volume Flex,Standard (HQ),350,350,,6 months,1 hour,Rahul Bazar
Realme,Realme 10 Pro,Buttons/Flex,Power/Volume Flex,Compatible (Budget),200,350,Universal Realme family,1-3 months,1 hour,Dharampeth Hub
Realme,Realme 10 Pro,Water damage,Water Damage Service,Premium (OEM),1300,1000,,Testing Only,5-6 hours,Dharampeth Hub
Realme,Realme 10 Pro,Water damage,Water Damage Service,Standard (HQ),700,1000,,Testing Only,5-6 hours,Dharampeth Hub
Realme,Realme 10 Pro,Water damage,Water Damage Service,Compatible (Budget),400,1000,,,5-6 hours,Telipura Market
Realme,Realme 9 Pro,Screen,Display Assembly,Premium (OEM),5500,800,,12 months,1-2 hours,Dharampeth Hub
Realme,Realme 9 Pro,Screen,Display Assembly,Standard (HQ),3050,800,,6 months,1-2 hours,Telipura Market
Realme,Realme 9 Pro,Screen,Display Assembly,Compatible (Budget),1650,800,,1 month,1-2 hours,"Modi No. 3, Sitabuldi"
Realme,Realme 9 Pro,Battery,Li-ion Battery,Premium (OEM),1650,400,,12 months,45 mins,Rahul Bazar
Realme,Realme 9 Pro,Battery,Li-ion Battery,Standard (HQ),900,400,,6 months,45 mins,Dharampeth Hub
Realme,Realme 9 Pro,Battery,Li-ion Battery,Compatible (Budget),500,400,,1-3 months,45 mins,Telipura Market
Realme,Realme 9 Pro,Charging port,USB/Charging Sub-board,Premium (OEM),800,400,,12 months,1 hour,Dharampeth Hub
Realme,Realme 9 Pro,Charging port,USB/Charging Sub-board,Standard (HQ),450,400,,6 months,1 hour,Rahul Bazar
Realme,Realme 9 Pro,Charging port,USB/Charging Sub-board,Compatible (Budget),250,400,Universal Realme family,1-3 months,1 hour,Telipura Market
Realme,Realme 9 Pro,Back Glass,Rear Panel,Premium (OEM),1400,500,,12 months,2-3 hours,Rahul Bazar
Realme,Realme 9 Pro,Back Glass,Rear Panel,Standard (HQ),750,500,,6 months,2-3 hours,Telipura Market
Realme,Realme 9 Pro,Back Glass,Rear Panel,Compatible (Budget),400,500,,,2-3 hours,"Modi No. 3, Sitabuldi"
Realme,Realme 9 Pro,Camera,Camera Module,Premium (OEM),3300,500,,12 months,1-2 hours,Rahul Bazar
Realme,Realme 9 Pro,Camera,Camera Module,Standard (HQ),1800,500,,6 months,1-2 hours,Telipura Market
Realme,Realme 9 Pro,Camera,Camera Module,Compatible (Budget),1000,500,,1-3 months,1-2 hours,Rahul Bazar
Realme,Realme 9 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),550,350,,12 months,45 mins,Telipura Market
Realme,Realme 9 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),300,350,,6 months,45 mins,Telipura Market
Realme,Realme 9 Pro,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),150,350,Universal Realme family,1-3 months,45 mins,Dharampeth Hub
Realme,Realme 9 Pro,Motherboard,Logic Board Repair,Premium (OEM),4400,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Realme,Realme 9 Pro,Motherboard,Logic Board Repair,Standard (HQ),2400,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
Realme,Realme 9 Pro,Motherboard,Logic Board Repair,Compatible (Budget),1300,2000,,1-3 months,1-2 days,Telipura Market
Realme,Realme 9 Pro,Buttons/Flex,Power/Volume Flex,Premium (OEM),550,350,,12 months,1 hour,Telipura Market
Realme,Realme 9 Pro,Buttons/Flex,Power/Volume Flex,Standard (HQ),300,350,,6 months,1 hour,Rahul Bazar
Realme,Realme 9 Pro,Buttons/Flex,Power/Volume Flex,Compatible (Budget),150,350,Universal Realme family,1-3 months,1 hour,Dharampeth Hub
Realme,Realme 9 Pro,Water damage,Water Damage Service,Premium (OEM),1100,1000,,Testing Only,5-6 hours,Dharampeth Hub
Realme,Realme 9 Pro,Water damage,Water Damage Service,Standard (HQ),600,1000,,Testing Only,5-6 hours,"Modi No. 3, Sitabuldi"
Realme,Realme 9 Pro,Water damage,Water Damage Service,Compatible (Budget),350,1000,,,5-6 hours,Telipura Market
Realme,Realme Narzo 50,Screen,Display Assembly,Premium (OEM),3500,800,,12 months,1-2 hours,Rahul Bazar
Realme,Realme Narzo 50,Screen,Display Assembly,Standard (HQ),1950,800,,6 months,1-2 hours,Rahul Bazar
Realme,Realme Narzo 50,Screen,Display Assembly,Compatible (Budget),1050,800,,1 month,1-2 hours,Rahul Bazar
Realme,Realme Narzo 50,Battery,Li-ion Battery,Premium (OEM),1050,400,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Battery,Li-ion Battery,Standard (HQ),600,400,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Battery,Li-ion Battery,Compatible (Budget),300,400,,1-3 months,45 mins,Dharampeth Hub
Realme,Realme Narzo 50,Charging port,USB/Charging Sub-board,Premium (OEM),500,400,,12 months,1 hour,Dharampeth Hub
Realme,Realme Narzo 50,Charging port,USB/Charging Sub-board,Standard (HQ),300,400,,6 months,1 hour,Rahul Bazar
Realme,Realme Narzo 50,Charging port,USB/Charging Sub-board,Compatible (Budget),150,400,Universal Realme family,1-3 months,1 hour,Telipura Market
Realme,Realme Narzo 50,Back Glass,Rear Panel,Premium (OEM),900,500,,12 months,2-3 hours,Telipura Market
Realme,Realme Narzo 50,Back Glass,Rear Panel,Standard (HQ),500,500,,6 months,2-3 hours,Telipura Market
Realme,Realme Narzo 50,Back Glass,Rear Panel,Compatible (Budget),250,500,,,2-3 hours,Dharampeth Hub
Realme,Realme Narzo 50,Camera,Camera Module,Premium (OEM),2100,500,,12 months,1-2 hours,Telipura Market
Realme,Realme Narzo 50,Camera,Camera Module,Standard (HQ),1150,500,,6 months,1-2 hours,Telipura Market
Realme,Realme Narzo 50,Camera,Camera Module,Compatible (Budget),650,500,,1-3 months,1-2 hours,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),350,350,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),200,350,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Realme family,1-3 months,45 mins,Dharampeth Hub
Realme,Realme Narzo 50,Motherboard,Logic Board Repair,Premium (OEM),2800,2000,,12 months,1-2 days,Telipura Market
Realme,Realme Narzo 50,Motherboard,Logic Board Repair,Standard (HQ),1550,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Motherboard,Logic Board Repair,Compatible (Budget),850,2000,,1-3 months,1-2 days,Dharampeth Hub
Realme,Realme Narzo 50,Buttons/Flex,Power/Volume Flex,Premium (OEM),350,350,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Buttons/Flex,Power/Volume Flex,Standard (HQ),200,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme Narzo 50,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Realme family,1-3 months,1 hour,Telipura Market
Realme,Realme Narzo 50,Water damage,Water Damage Service,Premium (OEM),700,1000,,Testing Only,5-6 hours,Dharampeth Hub
Realme,Realme Narzo 50,Water damage,Water Damage Service,Standard (HQ),400,1000,,Testing Only,5-6 hours,Telipura Market
Realme,Realme Narzo 50,Water damage,Water Damage Service,Compatible (Budget),200,1000,,,5-6 hours,"Modi No. 3, Sitabuldi"
Realme,Realme C55,Screen,Display Assembly,Premium (OEM),3000,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Realme,Realme C55,Screen,Display Assembly,Standard (HQ),1650,800,,6 months,1-2 hours,Dharampeth Hub
Realme,Realme C55,Screen,Display Assembly,Compatible (Budget),900,800,,1 month,1-2 hours,Telipura Market
Realme,Realme C55,Battery,Li-ion Battery,Premium (OEM),900,400,,12 months,45 mins,Telipura Market
Realme,Realme C55,Battery,Li-ion Battery,Standard (HQ),500,400,,6 months,45 mins,Telipura Market
Realme,Realme C55,Battery,Li-ion Battery,Compatible (Budget),250,400,,1-3 months,45 mins,Telipura Market
Realme,Realme C55,Charging port,USB/Charging Sub-board,Premium (OEM),450,400,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme C55,Charging port,USB/Charging Sub-board,Standard (HQ),250,400,,6 months,1 hour,Telipura Market
Realme,Realme C55,Charging port,USB/Charging Sub-board,Compatible (Budget),150,400,Universal Realme family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme C55,Back Glass,Rear Panel,Premium (OEM),750,500,,12 months,2-3 hours,Rahul Bazar
Realme,Realme C55,Back Glass,Rear Panel,Standard (HQ),400,500,,6 months,2-3 hours,Rahul Bazar
Realme,Realme C55,Back Glass,Rear Panel,Compatible (Budget),200,500,,,2-3 hours,Rahul Bazar
Realme,Realme C55,Camera,Camera Module,Premium (OEM),1800,500,,12 months,1-2 hours,Telipura Market
Realme,Realme C55,Camera,Camera Module,Standard (HQ),1000,500,,6 months,1-2 hours,Dharampeth Hub
Realme,Realme C55,Camera,Camera Module,Compatible (Budget),550,500,,1-3 months,1-2 hours,Dharampeth Hub
Realme,Realme C55,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),300,350,,12 months,45 mins,Rahul Bazar
Realme,Realme C55,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),150,350,,6 months,45 mins,Telipura Market
Realme,Realme C55,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),100,350,Universal Realme family,1-3 months,45 mins,Telipura Market
Realme,Realme C55,Motherboard,Logic Board Repair,Premium (OEM),2400,2000,,12 months,1-2 days,"Modi No. 3, Sitabuldi"
Realme,Realme C55,Motherboard,Logic Board Repair,Standard (HQ),1300,2000,,6 months,1-2 days,Telipura Market
Realme,Realme C55,Motherboard,Logic Board Repair,Compatible (Budget),700,2000,,1-3 months,1-2 days,Rahul Bazar
Realme,Realme C55,Buttons/Flex,Power/Volume Flex,Premium (OEM),300,350,,12 months,1 hour,Telipura Market
Realme,Realme C55,Buttons/Flex,Power/Volume Flex,Standard (HQ),150,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme C55,Buttons/Flex,Power/Volume Flex,Compatible (Budget),100,350,Universal Realme family,1-3 months,1 hour,"Modi No. 3, Sitabuldi"
Realme,Realme C55,Water damage,Water Damage Service,Premium (OEM),600,1000,,Testing Only,5-6 hours,Dharampeth Hub
Realme,Realme C55,Water damage,Water Damage Service,Standard (HQ),350,1000,,Testing Only,5-6 hours,Dharampeth Hub
Realme,Realme C55,Water damage,Water Damage Service,Compatible (Budget),200,1000,,,5-6 hours,Dharampeth Hub
Google,Pixel 8,Screen,Display Assembly,Premium (OEM),18500,800,,12 months,1-2 hours,Dharampeth Hub
Google,Pixel 8,Screen,Display Assembly,Standard (HQ),10200,800,,6 months,1-2 hours,Telipura Market
Google,Pixel 8,Screen,Display Assembly,Compatible (Budget),5550,800,,1 month,1-2 hours,Dharampeth Hub
Google,Pixel 8,Battery,Li-ion Battery,Premium (OEM),5550,400,,12 months,45 mins,Telipura Market
Google,Pixel 8,Battery,Li-ion Battery,Standard (HQ),3050,400,,6 months,45 mins,Rahul Bazar
Google,Pixel 8,Battery,Li-ion Battery,Compatible (Budget),1650,400,,1-3 months,45 mins,Dharampeth Hub
Google,Pixel 8,Charging port,USB/Charging Sub-board,Premium (OEM),2800,400,,12 months,1 hour,"Modi No. 3, Sitabuldi"
Google,Pixel 8,Charging port,USB/Charging Sub-board,Standard (HQ),1550,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Google,Pixel 8,Charging port,USB/Charging Sub-board,Compatible (Budget),850,400,Universal Google family,1-3 months,1 hour,Telipura Market
Google,Pixel 8,Back Glass,Rear Panel,Premium (OEM),4600,500,,12 months,2-3 hours,Rahul Bazar
Google,Pixel 8,Back Glass,Rear Panel,Standard (HQ),2550,500,,6 months,2-3 hours,Telipura Market
Google,Pixel 8,Back Glass,Rear Panel,Compatible (Budget),1400,500,,,2-3 hours,"Modi No. 3, Sitabuldi"
Google,Pixel 8,Camera,Camera Module,Premium (OEM),11100,500,,12 months,1-2 hours,Dharampeth Hub
Google,Pixel 8,Camera,Camera Module,Standard (HQ),6100,500,,6 months,1-2 hours,Dharampeth Hub
Google,Pixel 8,Camera,Camera Module,Compatible (Budget),3350,500,,1-3 months,1-2 hours,Rahul Bazar
Google,Pixel 8,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),1850,350,,12 months,45 mins,Dharampeth Hub
Google,Pixel 8,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),1000,350,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Google,Pixel 8,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),550,350,Universal Google family,1-3 months,45 mins,Dharampeth Hub
Google,Pixel 8,Motherboard,Logic Board Repair,Premium (OEM),14800,2000,,12 months,1-2 days,Rahul Bazar
Google,Pixel 8,Motherboard,Logic Board Repair,Standard (HQ),8150,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
Google,Pixel 8,Motherboard,Logic Board Repair,Compatible (Budget),4450,2000,,1-3 months,1-2 days,Rahul Bazar
Google,Pixel 8,Buttons/Flex,Power/Volume Flex,Premium (OEM),1850,350,,12 months,1 hour,Telipura Market
Google,Pixel 8,Buttons/Flex,Power/Volume Flex,Standard (HQ),1000,350,,6 months,1 hour,Rahul Bazar
Google,Pixel 8,Buttons/Flex,Power/Volume Flex,Compatible (Budget),550,350,Universal Google family,1-3 months,1 hour,Rahul Bazar
Google,Pixel 8,Water damage,Water Damage Service,Premium (OEM),3700,1000,,Testing Only,5-6 hours,Rahul Bazar
Google,Pixel 8,Water damage,Water Damage Service,Standard (HQ),2050,1000,,Testing Only,5-6 hours,Rahul Bazar
Google,Pixel 8,Water damage,Water Damage Service,Compatible (Budget),1100,1000,,,5-6 hours,Telipura Market
Google,Pixel 7,Screen,Display Assembly,Premium (OEM),15500,800,,12 months,1-2 hours,Dharampeth Hub
Google,Pixel 7,Screen,Display Assembly,Standard (HQ),8500,800,,6 months,1-2 hours,Dharampeth Hub
Google,Pixel 7,Screen,Display Assembly,Compatible (Budget),4650,800,,1 month,1-2 hours,Dharampeth Hub
Google,Pixel 7,Battery,Li-ion Battery,Premium (OEM),4650,400,,12 months,45 mins,"Modi No. 3, Sitabuldi"
Google,Pixel 7,Battery,Li-ion Battery,Standard (HQ),2550,400,,6 months,45 mins,Dharampeth Hub
Google,Pixel 7,Battery,Li-ion Battery,Compatible (Budget),1400,400,,1-3 months,45 mins,"Modi No. 3, Sitabuldi"
Google,Pixel 7,Charging port,USB/Charging Sub-board,Premium (OEM),2300,400,,12 months,1 hour,Rahul Bazar
Google,Pixel 7,Charging port,USB/Charging Sub-board,Standard (HQ),1300,400,,6 months,1 hour,Rahul Bazar
Google,Pixel 7,Charging port,USB/Charging Sub-board,Compatible (Budget),700,400,Universal Google family,1-3 months,1 hour,Rahul Bazar
Google,Pixel 7,Back Glass,Rear Panel,Premium (OEM),3900,500,,12 months,2-3 hours,"Modi No. 3, Sitabuldi"
Google,Pixel 7,Back Glass,Rear Panel,Standard (HQ),2150,500,,6 months,2-3 hours,Dharampeth Hub
Google,Pixel 7,Back Glass,Rear Panel,Compatible (Budget),1150,500,,,2-3 hours,Rahul Bazar
Google,Pixel 7,Camera,Camera Module,Premium (OEM),9300,500,,12 months,1-2 hours,Rahul Bazar
Google,Pixel 7,Camera,Camera Module,Standard (HQ),5100,500,,6 months,1-2 hours,Dharampeth Hub
Google,Pixel 7,Camera,Camera Module,Compatible (Budget),2800,500,,1-3 months,1-2 hours,Telipura Market
Google,Pixel 7,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),1550,350,,12 months,45 mins,Telipura Market
Google,Pixel 7,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),850,350,,6 months,45 mins,Telipura Market
Google,Pixel 7,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),450,350,Universal Google family,1-3 months,45 mins,Telipura Market
Google,Pixel 7,Motherboard,Logic Board Repair,Premium (OEM),12400,2000,,12 months,1-2 days,Telipura Market
Google,Pixel 7,Motherboard,Logic Board Repair,Standard (HQ),6800,2000,,6 months,1-2 days,Dharampeth Hub
Google,Pixel 7,Motherboard,Logic Board Repair,Compatible (Budget),3700,2000,,1-3 months,1-2 days,Rahul Bazar
Google,Pixel 7,Buttons/Flex,Power/Volume Flex,Premium (OEM),1550,350,,12 months,1 hour,Dharampeth Hub
Google,Pixel 7,Buttons/Flex,Power/Volume Flex,Standard (HQ),850,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Google,Pixel 7,Buttons/Flex,Power/Volume Flex,Compatible (Budget),450,350,Universal Google family,1-3 months,1 hour,Telipura Market
Google,Pixel 7,Water damage,Water Damage Service,Premium (OEM),3100,1000,,Testing Only,5-6 hours,Rahul Bazar
Google,Pixel 7,Water damage,Water Damage Service,Standard (HQ),1700,1000,,Testing Only,5-6 hours,Rahul Bazar
Google,Pixel 7,Water damage,Water Damage Service,Compatible (Budget),950,1000,,,5-6 hours,Rahul Bazar
Google,Pixel 6a,Screen,Display Assembly,Premium (OEM),9000,800,,12 months,1-2 hours,Rahul Bazar
Google,Pixel 6a,Screen,Display Assembly,Standard (HQ),4950,800,,6 months,1-2 hours,Telipura Market
Google,Pixel 6a,Screen,Display Assembly,Compatible (Budget),2700,800,,1 month,1-2 hours,Dharampeth Hub
Google,Pixel 6a,Battery,Li-ion Battery,Premium (OEM),2700,400,,12 months,45 mins,Telipura Market
Google,Pixel 6a,Battery,Li-ion Battery,Standard (HQ),1500,400,,6 months,45 mins,"Modi No. 3, Sitabuldi"
Google,Pixel 6a,Battery,Li-ion Battery,Compatible (Budget),800,400,,1-3 months,45 mins,Dharampeth Hub
Google,Pixel 6a,Charging port,USB/Charging Sub-board,Premium (OEM),1350,400,,12 months,1 hour,Telipura Market
Google,Pixel 6a,Charging port,USB/Charging Sub-board,Standard (HQ),750,400,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Google,Pixel 6a,Charging port,USB/Charging Sub-board,Compatible (Budget),400,400,Universal Google family,1-3 months,1 hour,Telipura Market
Google,Pixel 6a,Back Glass,Rear Panel,Premium (OEM),2250,500,,12 months,2-3 hours,"Modi No. 3, Sitabuldi"
Google,Pixel 6a,Back Glass,Rear Panel,Standard (HQ),1250,500,,6 months,2-3 hours,Rahul Bazar
Google,Pixel 6a,Back Glass,Rear Panel,Compatible (Budget),700,500,,,2-3 hours,"Modi No. 3, Sitabuldi"
Google,Pixel 6a,Camera,Camera Module,Premium (OEM),5400,500,,12 months,1-2 hours,Rahul Bazar
Google,Pixel 6a,Camera,Camera Module,Standard (HQ),2950,500,,6 months,1-2 hours,"Modi No. 3, Sitabuldi"
Google,Pixel 6a,Camera,Camera Module,Compatible (Budget),1600,500,,1-3 months,1-2 hours,Rahul Bazar
Google,Pixel 6a,Speaker/Mic,Loudspeaker/Mic Flex,Premium (OEM),900,350,,12 months,45 mins,Rahul Bazar
Google,Pixel 6a,Speaker/Mic,Loudspeaker/Mic Flex,Standard (HQ),500,350,,6 months,45 mins,Telipura Market
Google,Pixel 6a,Speaker/Mic,Loudspeaker/Mic Flex,Compatible (Budget),250,350,Universal Google family,1-3 months,45 mins,Rahul Bazar
Google,Pixel 6a,Motherboard,Logic Board Repair,Premium (OEM),7200,2000,,12 months,1-2 days,Dharampeth Hub
Google,Pixel 6a,Motherboard,Logic Board Repair,Standard (HQ),3950,2000,,6 months,1-2 days,"Modi No. 3, Sitabuldi"
Google,Pixel 6a,Motherboard,Logic Board Repair,Compatible (Budget),2150,2000,,1-3 months,1-2 days,Dharampeth Hub
Google,Pixel 6a,Buttons/Flex,Power/Volume Flex,Premium (OEM),900,350,,12 months,1 hour,Rahul Bazar
Google,Pixel 6a,Buttons/Flex,Power/Volume Flex,Standard (HQ),500,350,,6 months,1 hour,"Modi No. 3, Sitabuldi"
Google,Pixel 6a,Buttons/Flex,Power/Volume Flex,Compatible (Budget),250,350,Universal Google family,1-3 months,1 hour,Rahul Bazar
Google,Pixel 6a,Water damage,Water Damage Service,Premium (OEM),1800,1000,,Testing Only,5-6 hours,Dharampeth Hub
Google,Pixel 6a,Water damage,Water Damage Service,Standard (HQ),1000,1000,,Testing Only,5-6 hours,Dharampeth Hub
Google,Pixel 6a,Water damage,Water Damage Service,Compatible (Budget),550,1000,,,5-6 hours,"Modi No. 3, Sitabuldi"
Google,Pixel 6,Screen,Display Assembly,Premium (OEM),11000,800,,12 months,1-2 hours,"Modi No. 3, Sitabuldi"
Google,Pixel 6,Screen,Display Assembly,Standard (HQ),6050,800,,6 months,1-2 hours,Rahul Bazar
Google,Pixel 6,Screen,Display Assembly,Compatible (Budget),3300,800,,1 month,1-2 hours,Telipura Market
Google,Pixel 6,Battery,Li-ion Battery,Premium (OEM),3300,400,,12 months,45 mins,Rahul Bazar
